character_id,age,sex,height_cm,weight_kg,strength,reaction,stamina,speed,intelligence,perception,agility,endurance,stress_resistance,luck,panic,fatigue,hunger,thirst,mental_stability,focus,confidence,pain_tolerance,has_flashlight,flashlight_battery,has_knife,has_backpack,has_first_aid_kit,medkit_count,has_water,water_amount,has_food,food_amount,has_radio,level_id,level_difficulty,visibility,entity_density,entity_aggression,resource_density,maze_complexity,geometry_stability,spawn_area_danger,distance_to_nearest_entity,noise_generated,time_since_last_encounter,special_rule,survived_24h,survival_time_hours,escape_probability
10691,33,F,170.4,82.2,32.95,20.69,22.34,40.91,48.18,45.44,19.66,11.27,10.44,72.59,15.38,63.75,31.5,39.65,6.07,43.35,0.27,6.08,1,32.45,1,1,1,3,1,3.04,1,5.86,0,6,5.5,9.08,48.37,29.39,56.4,100.0,36.33,29.39,56.96,8.43,60.88,darkness,1,115.88,40.25
10692,31,M,185.1,104.1,74.41,19.61,62.59,76.74,35.13,29.48,22.23,67.2,88.84,24.93,0.69,18.03,13.28,19.39,32.45,33.93,2.22,62.16,0,0.0,1,1,0,0,1,3.64,1,7.12,1,0,5.5,38.21,85.93,38.7,69.71,83.83,38.21,38.7,17.85,0.3,55.29,none,1,106.63,49.83
10693,37,F,163.8,84.3,28.54,12.91,20.19,26.59,46.26,23.92,12.0,11.22,29.57,58.34,16.1,28.14,28.95,34.16,29.13,37.53,9.53,7.81,1,25.13,1,0,1,2,1,2.63,1,5.0,1,end,3.93,88.52,55.05,19.6,47.37,29.48,88.52,19.6,56.57,10.21,69.34,trap_exit,1,143.73,64.63
10694,42,F,173.4,88.7,52.48,19.91,40.63,55.51,61.59,24.82,22.95,32.96,73.33,73.81,0.87,21.31,30.91,34.4,65.11,63.8,34.08,39.58,0,0.0,1,0,0,0,1,2.12,0,0.0,0,1,3.46,80.46,31.58,10.88,36.11,20.16,80.46,10.88,85.75,0.45,71.32,none,1,193.6,86.77
10695,31,M,181.2,98.7,68.51,13.1,78.15,70.94,26.88,16.66,19.91,37.84,50.65,66.12,8.51,10.32,12.75,16.66,16.86,26.55,10.87,35.59,1,21.71,1,0,0,0,0,0.0,1,6.26,0,8,5.02,33.33,78.71,45.87,60.59,31.01,33.33,45.87,27.74,4.62,64.61,none,0,149.36,67.99
10696,35,F,159.9,75.0,20.47,6.52,10.23,9.18,48.47,37.86,8.55,2.87,24.31,13.26,4.33,61.09,30.81,38.56,16.92,48.46,3.03,3.55,0,0.0,0,1,1,3,1,3.01,1,5.79,1,7,5.28,81.3,41.9,17.15,55.7,54.15,81.3,17.15,70.58,1.98,68.22,flooding,0,104.54,36.84
10697,27,M,189.3,92.4,76.2,12.11,79.05,79.39,37.23,41.25,39.59,53.34,62.81,74.54,11.83,9.43,12.18,13.02,29.7,34.88,1.63,52.85,0,0.0,0,1,0,0,0,0.0,1,2.94,0,end,5.5,44.18,47.29,28.0,25.63,89.49,44.18,28.0,59.04,9.57,62.01,trap_exit,1,139.27,57.76
10698,33,F,175.6,92.8,49.87,28.43,40.0,51.31,51.08,78.6,43.03,39.84,62.55,27.47,1.35,37.84,46.5,49.17,39.71,48.02,17.15,32.86,0,0.0,0,0,0,0,1,1.51,1,2.62,0,3,5.5,60.75,34.23,34.23,22.34,46.76,60.75,34.23,81.45,0.89,70.24,none,0,117.48,64.52
10699,46,M,175.7,95.8,43.11,25.53,23.03,36.88,56.44,40.84,17.98,39.08,97.09,53.62,1.13,64.15,67.9,70.9,51.05,59.07,10.48,39.32,1,15.27,0,0,0,0,0,0.0,0,0.0,1,6,5.5,13.22,15.27,13.44,18.09,59.91,52.86,13.44,101.89,0.25,69.11,darkness,0,169.01,65.6
10700,31,M,181.8,83.1,52.33,6.51,49.0,52.52,16.59,56.04,26.54,42.92,88.92,5.57,0.34,21.04,20.77,21.43,74.8,15.26,2.45,44.23,0,0.0,0,0,0,0,0,0.0,0,0.0,0,2,5.5,50.46,36.04,33.23,13.76,86.66,84.11,33.23,72.39,0.16,63.72,none,1,96.17,40.99
10701,39,M,181.3,105.0,75.47,12.26,57.94,76.38,54.29,28.35,17.69,35.62,50.71,1.32,10.85,17.62,8.67,15.86,36.06,48.71,1.34,35.99,1,46.83,1,1,1,3,1,4.13,0,0.0,1,1,5.5,71.22,48.43,28.41,80.58,89.09,71.22,28.41,54.84,6.73,58.5,none,1,94.83,35.63
10702,36,F,169.4,81.7,44.42,9.79,30.69,45.53,61.85,18.22,17.97,19.37,47.76,91.93,22.43,50.02,35.83,44.91,27.82,42.62,2.77,21.65,1,34.18,0,1,1,3,0,0.0,1,5.81,1,3,5.5,58.81,76.4,62.71,55.91,67.73,58.81,62.71,23.52,14.87,47.59,none,0,82.47,31.25
10703,43,F,164.3,95.2,31.98,56.15,22.68,32.49,79.17,74.07,26.69,20.23,59.69,37.64,4.94,30.29,0.0,18.63,20.66,74.65,17.83,20.88,1,79.6,1,1,1,4,1,5.0,1,10.0,1,1,4.8,31.57,42.66,18.79,100.0,40.43,31.57,18.79,72.5,3.74,71.13,none,1,206.37,81.6
10704,37,F,179.2,94.3,54.71,30.59,50.87,62.34,61.17,61.33,38.98,27.2,43.37,20.26,47.4,27.01,24.68,26.72,19.82,28.96,1.3,24.54,1,20.29,1,1,1,2,0,0.0,1,3.28,1,end,5.5,45.6,76.11,66.64,29.23,93.25,45.6,66.64,27.14,29.16,56.12,trap_exit,0,4.74,15.35
10705,43,F,155.0,79.8,14.51,19.72,13.28,17.48,64.91,19.19,1.35,11.95,90.72,22.47,0.65,44.35,9.31,17.66,60.39,58.36,3.18,9.15,0,0.0,1,1,0,0,1,4.18,1,8.27,1,0,5.5,69.51,33.73,11.41,81.74,82.4,69.51,11.41,78.83,0.16,67.34,none,1,125.53,60.68
10706,38,F,171.0,77.6,30.97,49.23,26.18,36.26,66.15,65.12,23.92,26.18,77.26,74.21,6.77,18.01,3.59,9.24,38.63,60.34,8.67,23.97,1,59.55,1,1,1,4,1,4.49,0,0.0,1,5,5.5,48.55,17.71,14.92,88.72,66.49,48.55,14.92,100.12,3.97,69.86,none,0,193.53,81.53
10707,29,M,175.5,89.4,52.06,10.35,50.98,54.93,20.94,49.98,28.42,32.43,61.21,40.16,8.06,20.66,21.7,22.71,22.24,15.02,1.41,35.84,0,0.0,1,1,0,0,0,0.0,0,0.0,1,5,5.5,36.37,31.61,10.11,19.0,86.23,36.37,10.11,83.5,2.61,69.36,none,1,112.94,53.19
10708,32,F,162.4,86.0,35.79,9.25,36.7,40.09,60.08,28.18,12.54,26.01,59.42,67.03,5.1,10.96,1.13,6.8,13.62,52.87,6.58,22.87,1,55.89,0,1,1,4,1,4.83,1,9.64,1,4,4.61,23.11,15.14,4.6,96.16,49.75,23.11,4.6,105.16,3.25,71.32,none,1,206.88,80.67
10709,42,F,180.0,100.1,68.78,51.66,57.1,76.45,85.83,65.65,38.58,41.19,63.05,92.52,11.7,36.77,49.66,57.15,32.08,75.16,28.75,37.87,1,39.77,0,1,1,2,1,2.43,1,4.58,0,5,4.05,53.86,46.6,16.82,43.0,31.73,53.86,16.82,67.91,9.39,71.19,none,1,191.56,86.92
10710,42,F,179.3,100.4,61.06,60.45,62.33,52.42,69.33,76.33,44.78,36.73,45.81,77.61,5.38,30.08,48.8,54.8,47.29,66.15,43.41,29.45,1,30.3,0,1,1,2,1,2.21,0,0.0,1,0,5.28,92.64,22.68,18.73,38.09,12.53,92.64,18.73,97.33,1.06,72.14,none,1,222.46,92.64
10711,34,M,172.7,91.0,56.32,19.54,47.93,65.75,37.31,39.25,28.86,50.33,79.78,100.0,1.77,31.06,15.4,24.74,62.15,45.93,4.63,43.55,0,0.0,1,0,1,3,1,3.88,1,7.64,1,4,5.5,80.59,39.39,11.31,75.21,77.78,80.59,11.31,74.15,1.11,68.96,none,1,181.36,78.51
10712,33,F,169.4,88.8,47.11,20.39,34.92,45.07,39.1,56.08,23.81,26.9,66.79,71.5,6.72,11.53,8.84,10.28,51.08,36.18,4.25,28.4,0,0.0,0,1,0,0,1,2.52,1,4.77,0,2,5.5,47.06,23.78,19.03,44.98,74.48,78.43,19.03,90.03,1.24,67.44,none,1,170.17,65.49
10713,43,F,170.6,92.3,35.24,23.65,21.59,27.07,65.29,38.5,20.53,13.02,35.35,48.49,44.95,33.41,29.43,31.37,24.3,39.14,3.27,10.46,0,0.0,0,0,0,0,1,1.61,0,0.0,0,end,5.5,73.67,46.74,32.29,24.78,68.18,73.67,32.29,59.98,17.4,62.43,trap_exit,1,35.6,24.38
10714,39,F,178.3,88.7,49.84,20.92,43.47,46.76,50.26,30.14,24.16,36.21,55.46,67.75,5.3,18.38,14.44,19.81,36.42,45.54,10.33,30.86,0,0.0,0,0,1,3,1,3.43,1,6.68,1,6,5.5,14.57,37.37,28.12,65.03,46.97,58.29,28.12,74.12,2.31,66.72,darkness,0,191.42,71.73
10715,28,M,171.5,78.8,59.56,23.97,55.57,60.25,26.28,70.31,33.87,30.52,56.1,44.27,7.38,19.08,22.21,33.68,19.23,22.24,20.58,31.49,1,21.45,1,1,1,3,1,3.74,1,7.35,0,end,3.38,36.41,47.45,17.59,72.1,15.9,36.41,17.59,67.49,3.12,71.85,trap_exit,1,182.7,75.5
10716,33,F,169.8,83.6,40.38,40.9,41.95,40.97,69.11,67.59,21.97,24.29,49.41,75.3,5.4,15.47,22.34,26.39,10.87,65.22,24.29,20.11,1,36.11,0,0,1,2,1,2.64,1,5.01,0,0,2.61,21.01,51.27,11.91,47.5,12.64,21.01,11.91,63.2,3.61,72.16,none,1,230.51,87.6
10717,44,F,176.9,100.4,65.81,48.85,55.92,66.83,93.22,58.98,37.86,47.24,79.28,71.02,12.52,38.16,47.72,49.54,35.15,81.33,9.41,44.66,1,19.1,0,0,1,1,1,1.22,0,0.0,1,2,5.5,30.54,65.62,65.62,15.97,69.03,50.9,65.62,38.62,11.71,59.18,none,0,102.4,54.21
10718,36,F,163.1,76.8,28.17,22.22,36.98,30.52,29.43,43.78,14.93,22.55,81.29,82.39,4.31,3.05,0.0,5.51,11.63,31.08,33.75,21.4,1,35.86,1,1,1,4,1,5.0,1,10.0,1,1,2.82,14.91,15.14,4.86,100.0,8.37,14.91,4.86,106.63,3.37,72.35,none,1,240.0,90.32
10719,38,M,180.1,102.1,75.67,11.57,59.88,67.92,57.32,23.52,11.95,41.86,66.3,48.5,7.24,35.42,57.97,58.99,46.23,54.42,16.72,47.4,0,0.0,0,0,0,0,0,0.0,1,1.27,1,0,4.49,67.35,34.92,16.01,8.11,31.66,67.35,16.01,79.79,5.49,69.45,none,1,130.19,63.81
10720,35,M,190.5,99.6,95.41,34.24,96.05,97.68,60.96,48.97,49.1,33.01,36.17,50.76,5.22,19.9,34.82,39.15,18.55,55.37,3.03,41.39,1,26.27,1,1,1,2,1,2.22,0,0.0,0,1,4.93,43.22,28.72,5.09,38.33,69.52,43.22,5.09,88.97,2.93,71.19,none,0,146.24,66.66
10721,40,F,163.0,77.8,25.53,30.65,11.81,25.46,38.53,55.1,12.32,19.08,78.16,54.22,16.35,18.31,5.2,9.12,0.0,41.45,2.45,17.96,1,42.2,1,0,1,3,1,4.06,1,8.01,1,5,5.5,0.0,32.97,28.7,79.03,76.7,0.0,28.7,77.25,3.61,65.18,none,1,169.45,64.81
10722,38,F,169.7,89.9,41.48,9.22,28.71,38.38,27.18,40.93,20.9,23.93,73.85,1.0,0.53,39.98,26.12,34.74,63.07,24.39,8.85,25.5,1,19.5,1,1,0,0,1,3.3,1,6.42,1,1,4.9,84.03,19.1,6.2,62.28,54.18,84.03,6.2,100.32,0.31,71.19,none,1,116.94,51.58
10723,41,M,187.3,99.5,81.16,42.33,79.07,79.87,80.82,68.07,56.01,28.76,43.99,27.42,5.36,13.72,2.72,12.7,32.31,70.61,4.01,29.67,1,72.22,1,1,1,4,1,4.77,1,9.51,1,4,5.5,85.47,27.29,8.19,94.84,87.13,85.47,8.19,89.9,2.9,70.56,none,0,154.67,67.59
10724,37,M,181.2,97.9,63.49,23.91,47.73,62.53,51.4,55.92,25.48,27.0,43.33,53.69,9.31,41.79,49.48,52.98,15.81,39.24,2.52,31.25,0,0.0,0,0,1,2,0,0.0,0,0.0,0,8,5.5,33.57,29.88,19.42,26.14,71.82,33.57,19.42,83.88,5.6,68.0,none,0,131.54,54.17
10725,25,M,183.8,85.9,68.33,15.05,57.98,67.58,7.87,84.71,53.99,14.11,34.31,32.8,10.38,32.88,31.07,34.6,7.4,8.33,0.29,15.21,1,8.2,0,0,0,0,1,2.13,1,3.94,0,6,5.5,8.03,83.28,60.5,36.25,99.3,32.1,60.5,22.92,4.01,64.83,darkness,1,140.25,40.91
10726,37,M,162.3,81.9,21.01,30.86,18.48,14.16,65.38,56.48,9.67,15.09,42.45,84.16,31.55,51.82,48.27,48.41,22.9,42.54,4.02,8.97,0,0.0,0,0,0,0,0,0.0,0,0.0,1,3,5.5,47.19,82.53,72.61,1.46,69.25,47.19,72.61,21.11,25.89,55.84,none,0,56.06,30.1
10727,36,F,180.7,85.3,59.6,33.37,39.7,56.89,53.68,56.1,34.64,24.03,39.14,34.84,6.94,53.89,49.97,58.84,24.34,56.05,4.5,23.32,1,31.9,0,1,1,2,0,0.0,1,4.97,0,2,5.5,36.12,33.03,16.05,47.02,66.88,60.2,16.05,81.67,2.6,69.19,none,1,125.98,50.41
10728,27,M,186.1,98.9,86.07,33.41,80.02,83.29,33.8,77.82,68.13,16.51,11.18,58.62,14.93,11.1,9.68,18.05,5.48,31.39,1.8,10.12,1,33.47,1,1,1,3,1,4.15,1,8.22,0,3,5.5,45.71,12.02,10.05,81.22,51.88,45.71,10.05,109.43,10.07,71.72,none,1,177.08,65.82
10729,37,M,180.2,95.5,57.85,13.38,46.05,62.08,29.82,31.57,21.04,44.04,87.76,38.79,2.57,24.34,0.0,11.78,49.04,29.62,2.5,48.79,1,33.89,1,1,1,4,1,5.0,0,0.0,1,1,5.5,56.89,7.04,3.77,100.0,83.68,56.89,3.77,114.19,0.95,70.97,none,1,174.49,64.21
10730,43,M,175.3,100.0,53.66,88.26,36.34,55.61,99.53,83.54,48.36,28.63,45.31,63.15,28.3,45.98,42.71,46.22,10.36,69.51,2.73,25.4,0,0.0,0,0,0,0,0,0.0,1,3.27,1,5,5.5,20.96,42.83,28.63,29.11,81.08,20.96,28.63,71.74,19.43,70.54,none,1,131.09,51.38
10731,30,F,165.2,72.2,24.13,14.06,13.1,15.27,30.87,42.14,7.62,11.91,71.57,68.42,6.51,36.29,24.18,28.29,15.69,31.6,4.63,12.46,1,19.75,0,0,1,2,1,2.57,0,0.0,0,2,5.5,13.25,62.96,53.24,45.94,62.84,22.09,53.24,41.84,0.92,60.17,none,0,118.92,52.09
10732,33,F,164.4,83.3,27.5,56.68,9.54,22.66,58.86,87.25,21.82,9.87,59.24,62.16,14.69,28.55,9.99,13.07,24.05,46.88,2.81,14.77,0,0.0,1,0,1,3,0,0.0,1,6.26,1,7,5.5,41.5,46.1,46.1,60.63,86.06,41.5,46.1,66.42,4.94,68.87,flooding,0,154.52,56.04
10733,32,F,167.9,81.0,33.44,20.75,29.87,35.02,38.57,55.06,26.74,20.46,60.36,55.14,7.83,41.58,23.86,27.98,46.04,32.6,1.32,21.93,0,0.0,1,1,1,2,1,2.58,0,0.0,1,6,5.5,18.7,36.71,18.72,46.32,100.0,74.81,18.72,74.84,3.89,66.71,darkness,0,107.28,49.26
10734,49,F,186.9,105.0,85.77,29.4,83.55,77.6,85.12,35.23,24.67,72.17,81.7,37.65,2.5,19.22,24.51,30.18,25.97,81.59,5.11,70.78,1,47.63,1,1,1,3,1,2.91,1,5.59,1,5,5.5,31.13,23.55,8.79,53.62,69.36,31.13,8.79,93.01,1.68,69.58,none,1,205.32,76.02
10735,28,M,182.9,98.6,75.25,25.67,65.65,82.66,26.23,89.76,67.26,47.67,54.33,55.09,14.24,12.69,13.13,18.48,33.55,23.07,7.57,42.48,1,22.15,1,1,1,3,1,3.52,1,6.87,0,2,5.5,37.18,15.35,9.8,67.09,55.8,61.97,9.8,106.17,2.52,72.2,none,0,150.12,65.66
10736,41,F,183.0,98.6,70.97,26.34,60.73,72.48,87.85,51.0,30.71,12.62,15.69,87.01,9.06,8.31,0.0,11.88,3.0,81.95,4.21,13.06,1,90.62,1,1,1,4,1,5.0,1,10.0,1,1,4.33,16.59,66.74,27.84,100.0,32.27,16.59,27.84,42.71,3.83,68.54,none,1,176.68,80.17
10737,30,M,171.6,82.0,45.66,5.72,33.4,52.74,29.52,35.05,10.49,15.78,27.18,83.42,15.07,34.3,16.24,23.89,16.08,26.59,1.01,12.84,1,25.88,0,0,0,0,1,3.66,1,7.17,1,6,5.5,13.68,57.28,18.94,70.21,79.06,54.74,18.94,50.78,4.5,64.8,darkness,0,166.95,58.37
10738,33,M,177.7,81.2,54.23,37.01,50.22,53.47,42.12,65.61,34.69,1.0,20.42,52.61,11.11,23.71,14.68,20.18,5.53,37.1,0.53,7.18,0,0.0,1,1,1,3,1,3.43,1,6.69,0,4,5.5,43.47,43.83,8.62,65.2,81.68,43.47,8.62,70.8,2.27,70.78,none,1,140.15,56.35
10739,38,M,195.0,105.0,93.63,40.74,97.36,91.47,52.89,63.92,57.87,37.93,47.8,87.18,10.77,12.76,20.55,27.4,35.47,47.82,20.31,49.24,0,0.0,0,1,0,0,1,3.31,0,0.0,1,1,4.46,68.91,17.61,7.81,62.5,32.6,68.91,7.81,102.92,5.1,71.81,none,1,233.91,86.36
10740,34,M,183.9,102.5,75.11,48.05,70.59,78.72,66.53,65.69,60.38,25.64,32.16,20.67,11.01,9.11,0.0,13.15,27.42,54.92,16.84,28.13,1,63.63,0,1,1,4,1,5.0,1,10.0,1,1,4.36,74.87,41.59,15.19,100.0,38.11,74.87,15.19,74.06,1.28,71.45,none,1,207.2,77.27
10741,18,M,181.4,84.8,76.44,1.0,78.05,79.28,1.0,81.92,59.79,31.06,32.54,37.35,9.88,29.61,43.55,47.22,18.2,5.92,4.54,25.71,0,0.0,0,0,1,2,1,1.83,1,3.32,0,1,3.91,53.12,21.48,4.26,29.64,44.75,53.12,4.26,98.97,5.39,72.31,none,0,142.36,60.71
10742,34,M,173.7,88.7,63.8,15.74,38.08,57.01,55.1,38.81,29.66,21.71,39.26,98.85,4.7,59.26,57.51,61.95,24.52,52.34,1.44,24.38,0,0.0,0,0,0,0,0,0.0,0,0.0,0,6,5.5,14.42,71.16,38.53,27.86,86.43,57.68,38.53,32.42,2.45,57.53,darkness,0,111.5,49.41
10743,36,M,180.3,94.2,55.63,15.29,48.1,56.12,46.16,28.67,18.56,38.33,66.41,83.78,2.1,32.11,29.43,37.05,53.18,49.4,6.61,42.19,0,0.0,0,1,1,3,0,0.0,0,0.0,1,1,5.41,77.81,23.52,8.96,56.43,59.89,77.81,8.96,93.14,1.36,69.65,none,1,223.64,74.62
10744,48,M,180.4,97.7,62.78,29.2,52.82,58.03,64.01,39.2,17.45,54.14,86.72,30.16,1.26,19.8,18.05,25.25,26.0,64.19,14.38,54.65,0,0.0,0,0,1,3,0,0.0,1,6.82,0,4,5.0,29.47,30.54,13.77,66.57,43.69,29.47,13.77,85.26,0.23,69.83,none,1,162.24,76.44
10745,25,M,176.2,85.0,50.33,14.56,53.98,52.07,32.65,26.82,13.34,15.51,25.1,49.5,2.01,28.82,44.73,45.34,11.31,28.97,5.11,9.73,0,0.0,1,0,0,0,1,0.79,0,0.0,0,3,2.39,59.0,81.79,3.28,6.37,26.81,59.0,3.28,26.7,1.12,72.02,none,0,167.54,72.54
10746,43,F,183.6,97.6,55.46,11.98,54.1,56.58,82.57,20.31,8.95,34.75,52.5,56.88,7.56,5.71,0.0,5.28,27.84,73.37,11.09,31.65,1,80.41,1,1,1,4,1,5.0,1,10.0,1,4,4.36,49.88,44.48,16.14,100.0,38.44,49.88,16.14,68.27,5.04,68.87,none,1,143.76,83.12
10747,39,M,180.1,101.2,61.56,33.83,60.22,52.97,34.11,75.61,46.01,40.79,73.66,71.86,7.67,12.0,13.88,17.49,11.44,35.44,17.78,43.36,1,25.63,0,0,1,3,0,0.0,1,5.88,0,8,5.5,15.2,58.38,40.98,56.59,30.66,15.2,40.98,53.6,3.49,70.56,none,1,207.01,79.21
10748,34,M,176.0,91.4,50.1,1.0,42.24,53.65,31.27,15.01,3.72,16.35,40.42,59.01,20.89,14.42,12.14,12.98,25.19,19.27,0.72,20.82,0,0.0,0,0,0,0,0,0.0,0,0.0,1,8,5.5,55.87,54.68,46.32,25.67,92.61,55.87,46.32,38.03,5.32,44.22,none,1,72.55,21.92
10749,27,M,181.1,93.3,63.31,34.16,44.77,61.57,49.21,55.1,27.17,8.43,13.15,68.21,18.25,28.35,25.59,31.83,8.09,41.38,1.43,7.74,0,0.0,0,1,0,0,0,0.0,1,5.72,1,3,5.5,63.92,46.32,17.31,54.96,63.3,63.92,17.31,66.18,1.49,68.89,none,0,103.32,58.65
10750,47,F,187.5,104.5,68.86,28.89,70.13,81.35,81.56,30.1,23.52,45.41,58.99,54.29,5.09,23.95,27.36,32.71,40.44,77.3,3.7,41.14,1,43.26,0,0,1,2,1,2.73,1,5.2,1,0,5.5,75.48,27.27,11.06,49.45,71.09,75.48,11.06,86.9,2.4,68.06,none,0,141.67,65.74
10751,39,F,182.2,98.4,64.89,48.73,65.56,64.85,75.75,62.58,49.47,38.79,69.01,25.55,0.49,16.58,27.5,28.8,32.15,74.31,35.76,38.34,0,0.0,0,0,0,0,0,0.0,1,2.31,1,3,2.27,51.92,50.24,4.43,19.1,19.36,51.92,4.43,64.55,0.07,72.3,none,1,194.21,81.02
10752,37,M,191.6,105.0,87.96,34.84,95.3,92.32,66.75,55.93,49.69,56.91,59.25,73.29,5.7,8.3,10.95,16.78,60.3,62.78,32.88,61.59,1,50.98,0,1,1,3,1,3.77,1,7.41,1,5,5.5,87.87,16.84,11.58,72.71,33.17,87.87,11.58,103.01,2.62,71.22,none,1,225.33,88.77
10753,36,M,185.6,96.6,70.87,39.51,58.76,56.03,66.85,71.38,39.55,32.92,53.89,10.63,8.21,4.91,0.0,3.49,43.39,58.4,12.34,34.95,0,0.0,0,1,1,4,1,5.0,1,10.0,0,4,5.5,77.43,34.17,13.62,100.0,61.49,77.43,13.62,81.87,3.74,70.56,none,1,150.62,70.73
10754,35,F,185.0,97.0,75.04,59.25,56.87,72.59,75.47,72.44,52.74,41.92,52.7,58.0,21.3,36.71,26.08,38.54,32.21,55.87,6.27,37.42,1,52.55,1,0,1,3,1,3.67,1,7.2,1,5,5.5,60.12,55.8,32.87,70.5,77.06,60.12,32.87,54.73,3.26,68.0,none,1,160.15,59.24
10755,28,M,180.7,93.7,58.28,9.97,60.86,59.77,40.69,23.98,16.67,27.23,31.36,30.62,2.04,18.29,21.85,25.96,18.69,38.61,5.6,21.8,0,0.0,0,1,1,2,1,2.68,1,5.1,1,0,3.96,54.26,36.94,9.28,48.46,40.75,54.26,9.28,78.39,0.96,70.33,none,1,160.42,62.85
10756,38,F,173.7,98.6,56.76,61.01,56.78,52.14,78.52,84.2,47.17,35.94,61.7,83.51,13.45,8.12,10.23,11.61,31.06,63.84,29.59,30.02,1,33.2,0,1,1,2,1,2.31,1,4.32,0,5,5.5,55.27,48.29,42.36,40.24,33.41,55.27,42.36,65.97,8.73,71.25,none,1,198.09,86.5
10757,33,M,179.3,100.9,60.43,19.53,47.74,61.99,28.09,59.7,31.88,40.14,61.94,79.7,8.4,54.39,74.0,76.53,47.36,22.94,10.32,36.14,0,0.0,1,0,0,0,0,0.0,0,0.0,0,1,5.5,77.43,29.16,16.74,14.6,47.26,77.43,16.74,87.38,7.14,70.28,none,0,194.89,64.29
10758,42,M,190.6,105.0,78.1,23.98,69.62,73.93,73.08,28.18,26.97,59.56,74.02,46.05,7.1,56.45,75.72,78.21,31.11,71.09,1.22,60.72,1,15.26,0,0,1,1,0,0.0,0,0.0,1,6,5.5,10.2,54.71,36.27,14.11,100.0,40.79,36.27,44.97,5.63,53.46,darkness,0,117.34,43.97
10759,28,F,175.8,72.4,34.47,42.34,28.27,35.76,68.54,82.12,26.58,12.68,11.06,29.44,41.45,26.28,18.27,22.73,1.2,37.28,0.73,3.07,1,38.23,0,1,1,3,1,2.97,1,5.72,0,2,5.5,8.15,70.74,48.65,54.94,60.54,13.59,48.65,38.11,18.95,68.39,none,0,51.59,34.59
10760,34,M,193.3,95.1,82.49,44.35,76.53,83.34,62.9,67.75,57.87,21.97,29.19,44.6,26.72,14.41,7.58,16.24,2.21,51.22,0.68,26.4,1,61.5,1,1,1,4,1,4.33,1,8.58,1,6,5.5,1.7,37.14,21.01,85.1,88.6,6.81,21.01,75.85,5.52,68.13,darkness,0,191.2,74.01
10761,32,M,169.7,73.2,30.89,30.34,32.73,38.26,34.37,60.11,18.32,29.81,73.32,79.72,1.21,42.94,23.57,32.29,33.7,39.11,5.15,27.6,0,0.0,1,1,1,3,1,3.42,1,6.67,0,0,5.36,45.22,31.68,8.97,64.91,68.51,45.22,8.97,84.96,0.19,70.72,none,0,197.33,71.63
10762,18,M,171.1,86.0,50.77,4.34,32.2,50.94,11.65,32.38,17.66,8.97,21.49,38.0,28.55,33.18,10.5,20.46,15.22,3.41,0.46,9.17,0,0.0,0,1,1,3,1,4.22,1,8.34,1,3,5.5,81.52,78.15,50.95,82.57,83.0,81.52,50.95,23.63,16.77,51.68,none,0,1.0,15.33
10763,31,F,160.9,74.8,21.06,1.0,10.32,19.66,28.76,15.87,7.85,2.29,28.01,82.17,5.6,70.07,32.72,39.02,13.99,30.05,0.3,4.69,0,0.0,1,1,0,0,1,2.71,1,5.16,0,6,5.5,14.04,33.12,5.01,49.04,100.0,56.17,5.01,81.68,2.25,69.29,darkness,0,97.06,46.49
10764,26,F,185.7,97.9,74.09,13.05,71.95,71.68,43.06,54.58,41.11,15.56,33.3,66.17,32.36,11.92,10.6,23.6,9.57,30.06,11.06,22.81,1,41.3,1,1,1,4,1,4.37,1,8.67,1,1,4.38,32.29,57.25,31.93,85.97,19.33,32.29,31.93,54.85,16.6,70.47,none,0,180.63,70.37
10765,41,F,169.8,92.4,48.65,50.39,19.21,21.01,81.4,55.78,27.53,27.05,52.63,67.9,2.43,66.58,33.94,44.18,32.94,75.24,6.85,21.34,0,0.0,0,0,1,3,1,3.21,1,6.21,0,7,5.5,67.15,90.48,50.56,60.15,69.84,67.15,50.56,14.68,0.89,61.53,flooding,0,144.59,52.15
10766,39,F,162.3,72.5,9.14,50.94,4.14,16.26,72.53,70.34,5.58,1.13,53.28,92.27,18.45,56.05,30.17,37.91,47.17,56.29,17.05,4.87,0,0.0,1,0,1,3,1,3.03,0,0.0,0,5,5.5,97.02,90.63,69.91,56.18,62.98,97.02,69.91,14.94,11.18,64.13,none,1,159.47,61.91
10767,34,M,177.0,86.4,48.7,2.83,34.86,46.3,57.02,27.49,15.58,22.96,65.2,83.55,4.53,28.93,23.08,30.3,41.52,52.22,9.24,26.37,0,0.0,0,0,1,3,1,3.25,0,0.0,1,5,3.99,70.25,55.2,10.38,61.03,47.54,70.25,10.38,56.8,1.9,69.88,none,1,219.22,77.89
10768,34,F,174.7,87.7,52.5,15.02,38.02,46.33,52.91,25.34,12.92,23.54,66.9,28.84,12.24,22.77,22.66,25.61,13.99,48.83,6.07,30.21,0,0.0,0,1,1,2,0,0.0,0,0.0,1,2,5.5,12.91,50.7,37.56,39.41,53.49,21.52,37.56,55.23,3.3,61.64,none,1,65.6,45.61
10769,25,F,175.9,76.5,40.94,12.52,41.64,46.88,27.57,64.05,28.41,15.92,28.63,42.08,15.23,5.54,1.01,6.69,3.24,24.05,8.71,14.99,1,31.03,1,1,0,0,1,4.85,1,9.68,1,4,3.63,10.25,9.54,3.35,96.58,23.35,10.25,3.35,113.23,10.43,72.29,none,0,159.34,69.43
